name,lat,lng,loc
קבוצת יבנה,31.814,34.7191,קבוצת יבנה
קדומים,32.2124,35.1574,קדומים
קדימה-צורן,32.283,34.9119,קדימה-צורן
קדיתא,33.006,35.4683,קדיתא
קדמה,31.7008,34.7749,קדמה
קדמת צבי,33.0295,35.6977,קדמת צבי
קדר,31.7544,35.3107,קדר
קדרון,31.8141,34.7955,קדרון
קדרים,32.8989,35.4716,קדרים
קדש ברנע,30.9034,34.3967,קדש ברנע
קוממיות,31.6626,34.7293,קוממיות
קורנית,32.8444,35.2519,קורנית
קטורה,29.9709,35.0614,קטורה
קידה,32.0514,35.3413,קידה
קיסריה,32.519,34.9045,קיסריה
קלחים,31.4498,34.6791,קלחים
קליה,31.7499,35.4661,קליה
קלנסווה,32.2858,34.9815,קלנסווה
קלע,33.1317,35.6839,קלע
קציר,32.4852,35.1087,קציר
קצר-א-סיר והפזורה,31.0865,34.9979,קצר-א-סיר והפזורה
קצרין,32.991,35.6899,קצרין
קצרין - אזור תעשייה,32.989259,35.710742,קצרין - אזור תעשייה
קריית אונו,32.0549,34.8589,קריית אונו
קריית ביאליק,32.8322,35.0884,קריית ביאליק
"קריית גת, כרמי גת",31.6196,34.766,"קריית גת, כרמי גת"
קריית טבעון - בית זייד,32.7132,35.1226,קריית טבעון - בית זייד
קריית ים,32.8493,35.0689,קריית ים
קריית יערים,31.8028,35.0999,קריית יערים
קריית מוצקין,32.8382,35.0795,קריית מוצקין
קריית מלאכי,31.7302,34.747,קריית מלאכי
קריית נטפים,32.1173,35.1121,קריית נטפים
קריית ענבים,31.8099,35.1208,קריית ענבים
קריית עקרון,31.8625,34.822,קריית עקרון
קרית ארבע,31.5293,35.1156,קרית ארבע
קריית אתא,32.8052,35.0925,קריית אתא
קריית חינוך מרחבים,31.3142,34.5999,קריית חינוך מרחבים
קריית שמונה,33.2079,35.5702,קריית שמונה
קרני שומרון,32.1716,35.0975,קרני שומרון
קשת,32.9804,35.8085,קשת
ראמה,32.9371,35.367,ראמה
ראס אל-עין,32.9157,35.3727,ראס אל-עין
ראס עלי,32.7729,35.1555,ראס עלי
ראש הנקרה,33.0861,35.1135,ראש הנקרה
ראש העין,32.0958,34.9522,ראש העין
ראש פינה,32.9704,35.5427,ראש פינה
ראש צורים,31.6678,35.1253,ראש צורים
ראשון לציון - מזרח,31.9723,34.8066,ראשון לציון - מזרח
ראשון לציון - מערב,31.981,34.7679,ראשון לציון - מערב
רבבה,32.1187,35.1296,רבבה
רבדים,31.774,34.8148,רבדים
רביבים,31.0452,34.7211,רביבים
רביד,32.8506,35.4641,רביד
רגבה,32.9775,35.0991,רגבה
רגבים,32.5234,35.034,רגבים
רהט והפזורה,31.4033,34.7582,רהט והפזורה
רווחה,31.6487,34.7337,רווחה
רוויה,32.4486,35.4731,רוויה
רוחמה,31.4974,34.7052,רוחמה
רומאנה,32.7881,35.3112,רומאנה
רומת אל הייב,32.7776,35.3057,רומת אל הייב
רועי,32.2475,35.4895,רועי
רותם,32.3366,35.5186,רותם
רחוב,32.4511,35.4896,רחוב
רחובות,31.8928,34.8113,רחובות
רחלים,32.1025,35.2578,רחלים
רטורנו - גבעת שמש,31.7759,34.9474,רטורנו - גבעת שמש
ריחאנייה,33.0499,35.4871,ריחאנייה
ריחן,32.4688,35.1353,ריחן
ריינה,32.7199,35.3177,ריינה
רימונים,31.9354,35.3405,רימונים
רינתיה,32.0444,34.9285,רינתיה
רכסים,32.7493,35.0996,רכסים
רם און,32.5287,35.2587,רם און
רמות,32.8504,35.6652,רמות
רמות השבים,32.1651,34.8815,רמות השבים
רמות מאיר,31.8744,34.8552,רמות מאיר
רמות מנשה,32.5966,35.0575,רמות מנשה
רמות נפתלי,33.1024,35.5533,רמות נפתלי
רמלה,31.9316,34.8729,רמלה
רמת גן - מזרח,32.0529,34.8416,רמת גן - מזרח
רמת גן - מערב,32.0706,34.8275,רמת גן - מערב
רמת דוד,32.679,35.204,רמת דוד
רמת הכובש,32.2183,34.9383,רמת הכובש
רמת הנדיב,32.5524,34.9453,רמת הנדיב
רמת השופט,32.6094,35.0941,רמת השופט
רמת השרון,32.1378,34.8403,רמת השרון
רמת יוחנן,32.7935,35.1222,רמת יוחנן
רמת ישי,32.704,35.166,רמת ישי
רמת מגשימים,32.8441,35.8066,רמת מגשימים
רמת צבי,32.592,35.4145,רמת צבי
רמת רזיאל,31.7736,35.0744,רמת רזיאל
רנן,31.3387,34.6004,רנן
רעים,31.3862,34.4588,רעים
רעננה,32.1848,34.8713,רעננה
רקפת,32.8556,35.2642,רקפת
רשפון,32.2019,34.8247,רשפון
רשפים,32.4812,35.4788,רשפים
רתמים,31.054,34.6909,רתמים
שאנטי במדבר,30.8333,34.7366,שאנטי במדבר
שאר ישוב,33.2263,35.6468,שאר ישוב
שבות רחל,32.0545,35.3107,שבות רחל
שבי דרום,31.4664,34.6386,שבי דרום
שבי ציון,32.9821,35.083,שבי ציון
שבי שומרון,32.2637,35.1834,שבי שומרון
שבלי,32.6863,35.4061,שבלי
שגב שלום והפזורה,31.1984,34.8397,שגב שלום והפזורה
שדה אברהם,31.2116,34.3357,שדה אברהם
שדה אילן,32.7505,35.4224,שדה אילן
שדה אליהו,32.4419,35.5138,שדה אליהו
שדה אליעזר,33.0465,35.5653,שדה אליעזר
שדה בוקר,30.8736,34.7931,שדה בוקר
שדה דוד,31.5775,34.6834,שדה דוד
שדה ורבורג,32.2087,34.9033,שדה ורבורג
שדה יואב,31.6457,34.6768,שדה יואב
שדה יעקב,32.6976,35.1413,שדה יעקב
שדה יצחק,32.405,34.9922,שדה יצחק
שדה משה,31.611,34.8004,שדה משה
שדה נחום,32.5251,35.4809,שדה נחום
שדה נחמיה,33.1882,35.6231,שדה נחמיה
שדה ניצן,31.23,34.4184,שדה ניצן
שדה עוזיהו,31.7584,34.6782,שדה עוזיהו
שדה צבי,31.4487,34.7132,שדה צבי
שדות ים,32.4926,34.8932,שדות ים
שדות מיכה,31.7214,34.9207,שדות מיכה
שדי חמד,32.1585,34.9428,שדי חמד
שדי תרומות,32.4409,35.4842,שדי תרומות
שדמה,31.8338,34.7401,שדמה
שדמות דבורה,32.6962,35.4364,שדמות דבורה
שדמות מחולה,32.3477,35.5306,שדמות מחולה
"שדרות, איבים, ניר עם",31.5313,34.5984,"שדרות, איבים, ניר עם"
שהם,31.9958,34.9488,שהם
שואבה,31.7994,35.079,שואבה
שובל,31.4137,34.7458,שובל
שומרה,33.0825,35.282,שומרה
שומריה,31.4322,34.8841,שומריה
שומרת,32.9515,35.095,שומרת
שוקדה,31.4221,34.5244,שוקדה
שורש,31.7975,35.0653,שורש
שורשים,32.8927,35.2586,שורשים
שושנת העמקים,32.3548,34.8568,שושנת העמקים
שזור,32.9339,35.3545,שזור
שחר,31.6184063,34.7240639,שחר
שחרות,29.9041,34.9992,שחרות
שיבולים,31.3964,34.6081,שיבולים
שיטים,30.1764,35.0167,שיטים
שייח' דנון,32.9938,35.1486,שייח' דנון
שילה,32.0544,35.2991,שילה
שילת,31.9212,35.0146,שילת
שכניה,32.8492,35.2467,שכניה
שלווה,31.5647,34.7688,שלווה
שלוחות,32.4726,35.4805,שלוחות
שלומי,33.0726,35.1459,שלומי
שלומית,31.1697,34.3032,שלומית
שלפים,32.476,35.477,שלפים
שמיר,33.1668,35.66,שמיר
שמעה,31.3873,35.0127,שמעה
שמשית,32.7325,35.2465,שמשית
שני ליבנה,31.3566,35.0699,שני ליבנה
שניר,33.2403,35.677,שניר
שעב,32.8897,35.2388,שעב
שעל,33.1165,35.7188,שעל
שעלבים,31.8702,34.9843,שעלבים
שער אפרים,32.2907,34.9994,שער אפרים
שער הגולן,32.6869,35.6047,שער הגולן
שער העמקים,32.7226,35.1106,שער העמקים
שער מנשה,32.4439,35.011,שער מנשה
שערי תקווה,32.1207,35.027,שערי תקווה
שפיים,32.2166,34.8224,שפיים
שפיר,31.6976,34.7282,שפיר
שפר,32.9446,35.4378,שפר
שפרעם,32.8058,35.17,שפרעם
שקד,32.4737,35.1684,שקד
שקף,31.5149,34.9373,שקף
שרונה,32.7259,35.4672,שרונה
שריגים - ליאון,31.6786,34.9351,שריגים - ליאון
שריד,32.6631,35.2248,שריד
שרשרת,31.4048,34.6044,שרשרת
שתולה,33.0859,35.3156,שתולה
שתולים,31.7737,34.6844,שתולים
תאשור,31.3717,34.6435,תאשור
תדהר,31.3789,34.6304,תדהר
תובל,32.9285,35.2457,תובל
תומר,32.0186,35.4398,תומר
תחנת רכבת כפר יהושוע,32.6811,35.1246,תחנת רכבת כפר יהושוע
תחנת רכבת ראש העין,32.1209,34.9345,תחנת רכבת ראש העין
תימורים,31.7163,34.7614,תימורים
תירוש,31.7503,34.8859,תירוש
תל אביב - דרום העיר ויפו,32.0462,34.7654,תל אביב - דרום העיר ויפו
תל אביב - מזרח,32.0578,34.7987,תל אביב - מזרח
תל אביב - מרכז העיר,32.0798,34.7772,תל אביב - מרכז העיר
תל אביב - עבר הירקון,32.1213,34.8203,תל אביב - עבר הירקון
תל חי,33.2334,35.5827,תל חי
תל יוסף,32.5567,35.3989,תל יוסף
תל יצחק,32.2527,34.8724,תל יצחק
תל מונד,32.2566,34.9185,תל מונד
תל עדשים,32.6574,35.3025,תל עדשים
תל ערד והפזורה,31.2837,35.1038,תל ערד והפזורה
תל ציון,31.8804,35.2391,תל ציון
תל קציר,32.7064,35.6179,תל קציר
תל שבע,31.2476,34.8612,תל שבע
תל תאומים,32.4425,35.4964,תל תאומים
תלם,31.5631,35.0312,תלם
תלמי אליהו,31.2296,34.4291,תלמי אליהו
תלמי אלעזר,32.4472,34.975,תלמי אלעזר
תלמי ביל''ו,31.4381,34.6448,תלמי ביל''ו
תלמי יוסף,31.2,34.3638,תלמי יוסף
תלמי יחיאל,31.7536,34.7643,תלמי יחיאל
תלמי יפה,31.6169,34.6125,תלמי יפה
תלמים,31.5634,34.672,תלמים
תמרת,32.7038,35.2255,תמרת
תנובות,32.3059,34.9626,תנובות
תעוז,31.8013,34.972,תעוז
תעשיון חצב,32.0717,34.9544,תעשיון חצב
תעשיון צריפין,31.9624,34.8533,תעשיון צריפין
תפרח,31.3245,34.6792,תפרח
תקומה,31.4485,34.5781,תקומה
חוות יזרעם,31.4427,34.5716,חוות יזרעם
תקוע,31.6528,35.2275,תקוע
תראבין א-צאנע והפזורה,31.3574,34.7383,תראבין א-צאנע והפזורה
תרום,31.7833,34.9802,תרום
