city_name	id	he	en	ru	ar	es	area	countdown	lat	lng
הר אדר	538	הר אדר	Har Adar	Хар Адар	هار آدار	Har Adar	3	90	31.8245	35.1297
הר ברכה	861	הר ברכה	Har Bracha	Хар Браха	هار براخا	Har Braja	11	90	32.1933	35.2649
הר גילה	402	הר גילה	Har Gilo	Хар Гило	هار جيلو	Har Gilo	14	90	31.7221	35.1715
הר הנגב	1924	הר הנגב	Har HaNegev	Гора Негев	جبل النقب	Har HaNegev	2	90	30.6817	34.785
הר עמשא	182	הר עמשא	Har Amsha	Хар Амша	هار عمشا	Har Amsha	14	90	31.3427	35.1016
הר-חלוץ	1463	הר-חלוץ	Har Chalutz	Хар-Халуц	هار- حلوتس	Har Jalutz	1	30	32.9506	35.3123
הראל	506	הראל	Harel	Харэль	هرئيل	Harel	3	90	31.80944	34.94903
הרדוף	1275	הרדוף	Harduf	Хардуф	هاردوف	Harduf	34	60	32.7637	35.1747
הרצליה - מערב	834	הרצליה - מערב	Herzliya - West	Герцелия Запад	هرتسليا - غرب	Herzliya - West	18	90	32.1738	34.8104
הרצליה - מרכז וגליל ים	824	הרצליה - מרכז וגליל ים	Herzeliya - Center and Glil Yam	Герцлия - центр и Галиль Ям	هرتسليا - المركز وجليل يام	Herzeliya - Centro y Glil Yam	18	90	32.1678	34.8413
הררית יחד	1370	הררית יחד	Hararit Yachad	Харарит Яхад	هرريت-ياحد	Hararit Yajad	16	60	32.8457	35.3693
ואדי אל חמאם	1357	ואדי אל חמאם	Wadi Hamam	Вади Эль Хамам	وادي الحمام	Wadi Jamam	4	60	32.8284	35.4917
ואדי אל נעם דרום	91	ואדי אל נעם דרום	Wadi el Na'am South	Вади Ель Наам - юг	وادي النعم جنوب	Wadi al-Na'am	2	90	31.1413	34.8265
ורד יריחו	550	ורד יריחו	Vered Yericho	Веред Йерихо	فيرد يريحو	Vered Yerijo	12	90	31.8262	35.4321
ורדון	348	ורדון	Vardon	Вардон	فردون	Vardon	7	45	31.6638	34.7818
זבדיאל	336	זבדיאל	Zavdiel	Завдиэль	زبدئيل	Zavdiel	7	45	31.6592	34.7603
זוהר	287	זוהר	Zohar	Зоар	زوهر	Zohar	7	30	31.5956	34.6924
זיקים	290	זיקים	Zikim	Зиким	زيكيم	Zikim	13	15	31.6072	34.521
זיתן	1850	זיתן	Zeitan	Зейтан	زيتان	Zeitan	23	90	31.9752	34.8917
זכרון יעקב	1081	זכרון יעקב	Zichron Yacov	Зихрон Яаков	زخرون يعقوب	Zijron Yacov	5	90	32.5739	34.952
זכריה	380	זכריה	Zekharia	Зхария	زكريا	Zejaria	3	60	31.7088	34.9447
זמר	956	זמר	Zemer	Земер	زيمر	Zemer	9	90	32.3657	35.0347
זמרת, שובה	220	זמרת, שובה	Zimrat, Shuva	Зимрат, Шува	زمرات ،شوبا	Zimrat, Shuva	13	15	31.4518	34.5467
זנוח	413	זנוח	Zanoah	Заноах	زنوح	Zanoaj	3	90	31.7338	34.9994
זרועה	232	זרועה	Zru'a	Зруа	زروعه	Zru'a	17	30	31.4591	34.6242
זרזיר	1205	זרזיר	Zarzir	Зарзир	زرازير	Zarzir	34	60	32.7233	35.2204
זרחיה	353	זרחיה	Zrahia	Зрахия	زرحيه	Zrajia	7	45	31.6817	34.7464
זרעית	1603	זרעית	Zarit	Зарит	زرعيت	Zarit	6	0	33.099	35.2885
ח'וואלד	1274	חוואלד	Khawaled	Хавалед	خوالد	Jawaled	34	60	32.7589	35.1584
חבצלת השרון וצוקי ים	947	חבצלת השרון וצוקי ים	Havatzelet HaSharon and Tzukei Yam	Хавацелет а-Шарон и Цукей Я	هفاتسيليت هشارون	Javatzelet HaSharon y Tzukei Yam	9	90	32.3601	34.8585
חברון	1736	חברון	Hebron	Хеврон	الخليل	Jebron	14	90	31.5249	35.108
חג'אג'רה	1246	חגאגרה	Hajajre	Хаджаджаре	حجاجرة	Jagagre	34	60	32.741	35.2049
חגור	815	חגור	Hagor	Хагор	حاجور	Jagor	9	90	32.1386	34.9476
חגלה	967	חגלה	Hogla	Хогла	حاجالاه	Jogla	9	90	32.3891	34.9243
חד נס	1446	חד נס	Had Ness	Хад Нес	حاد نيس	Jad Ness	10	15	32.9275	35.6414
חדיד	1851	חדיד	Hadid	Хадид	حديد	Jadid	20	90	31.9694	34.9322
חדרה - מזרח	983	חדרה - מזרח	Hadera - East	Хадера - восток	الخضيرة - شرق	Jadera - Este	5	90	32.4258	34.9506
חדרה - מערב	984	חדרה - מערב	Hadera - West	Хадера - запад	الخضيرة - غرب	Hadera - Oeste	5	90	32.439	34.8854
חדרה - מרכז	985	חדרה - מרכז	Hadera - Center	Хадера - центр	خضيرة - مركز	Jadera - Centro	5	90	32.4352	34.9209
חדרה - נווה חיים	989	חדרה - נווה חיים	Hadera - Neveh Haim	Хадера - Неве Хаим	الخضيرة - نافيه يام	Jadera - Neveh Jaim	5	90	32.446	34.9049
חוות גלעד	1884	חוות גלעד	Havat Gil'ad	Хават Гил'ад	حفات جلعاد	Havat Gil'ad	11	90	32.2005	35.1812
חוות יאיר	1723	חוות יאיר	Havat Yair	Хават Яир	مزرعت يائير	Javat Yair	11	90	32.1453	35.1048
חוות עדן	1026	חוות עדן	Havat Eden	Хават Эден	مزرعة عيدن	Javat Eden	25	60	32.4658	35.4866
חוות ערנדל	1873	חוות ערנדל	Ardanel Ranch	Хават Арнадель	حضيرة عردال 	Ardanel vispera	27	90	30.1149	35.1515
חוות שדה בר	1713	חוות שדה בר	Havat Sdeh Bar	Хават Сде Бар	مزرعة حقل بار	Javat Sdeh Bar	14	90	31.6609	35.2447
חוות שיקמים	253	חוות שיקמים	Havat Shikmim	Хават Шикмим	مزرعة شيكميم	Javat Shikmim	17	15	31.5113	34.6339
חולדה	535	חולדה	Hulda	Хульда	حولداه	Julda	23	90	31.8321	34.8815
חולון	701	חולון	Holon	Холон	حولون	Jolon	18	90	32.0158	34.7874
חולית	128	חולית	Holit	Холит	حوليت	Jolit	13	15	31.2306	34.3273
חולתה	1578	חולתה	Hulata	Хулата	حولاتا	Julata	1	30	33.0529	35.6092
חוסן	1514	חוסן	Hossen	Хосен	حوسن	Jossen	6	15	32.9977	35.2987
חוסנייה	1418	חוסנייה	Hussniyya	Хусния	الحصينية	Jussniyya	16	60	32.9006	35.3225
חופית	964	חופית	Hofit	Хофит	حوفيت	Jofit	9	90	32.3861	34.8741
חוקוק	1403	חוקוק	Hukok	Хукок	حوكوك	Jukok	4	60	32.8786	35.4967
חורה	156	חורה	Hura	Хура	حوره	Jura	24	90	31.3004	34.9357
חורפיש	1536	חורפיש	Hurfeish	Хурфеш	حرفيش	Jurfeish	6	0	33.0167	35.3471
חורשים	816	חורשים	Horashim	Хорашим	حورشيم	Jorashim	9	90	32.1379	34.971
חזון	1419	חזון	Hazon	Хазон	حزون	Jazon	16	60	32.9066	35.3953
חי-בר יטבתה	1872	חי-בר יטבתה	Yotvata Hai Bar Nature Reserve	Хай-Бар Йотвата	حايي بار يوتفاتا	Yotvata Jai Bar Nature Reserve	27	90	29.8462	35.0294
חיבת ציון	974	חיבת ציון	Hibat Zion	Хибат Цион	حيفات تسيون	Jibat Zion	9	90	32.398	34.9119
חיננית	1035	חיננית	Hinanit	Хинанит	حينانيت	Jinanit	11	90	32.4809	35.1732
חיפה - כרמל ועיר תחתית	1302	חיפה - כרמל ועיר תחתית	Haifa - Carmel and Lower City	Хайфа - Кармел и Нижний горо	حيفا - الكرمل والبلاد التحت	Jaifa - Carmel y Ciudad Baja	19	60	32.8072	34.9877
חיפה - מערב	1292	חיפה - מערב	Haifa - West	Хайфа - запад	حيفا - غرب	Jaifa - Oeste	19	60	32.8087	34.9603
חיפה - נווה שאנן ורמות כרמל	1270	חיפה - נווה שאנן ורמות כרמל	Haifa - Ramot HaCarmel and Neveh Sha'anan	Хайфа - Неве Шаанан и Рамот	حيفا - نيفيه شعنان	Jaifa - Ramot HaCarmel y Neveh Sha'anan	19	60	32.7812	35.0015
חיפה - קריית חיים ושמואל	1878	חיפה - קריית חיים ושמואל	Haifa - Kiryat Haim & Kiryat Shmuel	Хайфа - Кирьят Хаим , Кирьят	حيفا - كريات حايم وشموأل	Haifa - Kiryat Haim & Kiryat Shmuel	19	60	32.8283	35.0656
חיפה-מפרץ	1336	חיפה - מפרץ	Haifa Bay	Хайфский залив	حيفا - الخليج	Haifa Bahía	19	60	32.8049	35.0515
חירן	1920	חירן	Hiran	Хиран	حيران	Hiran	2	90	31.3096	34.9845
חלמיש	705	חלמיש	Halamish	Халамиш	حلميش	Jalamish	11	90	32.0083	35.1289
חלץ	276	חלץ	Heletz	Хелец	حيلتس	Jeletz	21	30	31.5779	34.6584
חמד	711	חמד	Hemed	Хемед	حيمد	Jemed	23	90	32.018	34.8413
חמדיה	1071	חמדיה	Hamadia	Хамадия	حمدية	Jamadia	25	60	32.5198	35.5206
חמדת	897	חמדת	Hemdat	Хемдат	حمدات	Jemdat	29	90	32.252	35.5268
חמרה	865	חמרה	Hamra	Хамра	حمرا	Hamra	29	90	32.1997	35.4374
חמת גדר	1198	חמת גדר	Hamat gader	Хамад Гадер	حامات جادير	Jamat gader	10	15	32.6834	35.6647
חניאל	930	חניאל	Haniel	Ханиэль	حنيئل	Janiel	9	90	32.3328	34.9477
חניתה	1591	חניתה	Hanita	Ханита	حنيتا	Janita	6	0	33.0876	35.1734
חנתון	1308	חנתון	Hanaton	Ханатон	حانتون	Janaton	16	60	32.7831	35.2451
חספין	1374	חספין	Haspin	Хаспин	حاسفين	Jaspin	10	0	32.8456	35.793
חפץ חיים	458	חפץ חיים	Hafetz Haim	Хефец Хаим	حفيتس حاييم	Jafetz Jaim	7	60	31.7893	34.7997
חצב	437	חצב	Hatzav	Хацав	حيتسف	Jatzav	7	60	31.7801	34.7706
חצבה	46	חצבה	Hatzeva	Хацева	حتسفه	Jatzeva	27	90	30.7679	35.2785
חצור	435	חצור	Hatzor	Хацор	حتسور	Jatzor	7	45	31.773	34.7199
חצור הגלילית	1506	חצור הגלילית	Hatzor HaGlilit	Хацор ха-Глилит	حتسور هجليليت	Jatzor HaGlilit	1	30	32.9804	35.5435
חצרים	139	חצרים	Hatzerim	Хацерим	حتسريم	Jatzerim	24	60	31.2406	34.7174
חרב לאת	979	חרב לאת	Herev Le'Et	Херев Леат	حيرف لأت	Herev Le'Et	9	90	32.4035	34.9171
חרוצים	873	חרוצים	Harutzim	Харуцим	حروتسيم	Jarutzim	9	90	32.2277	34.8648
חרות	876	חרות	Herut	Херут	حروت	Jerut	9	90	32.241	34.9141
חריש	1008	חריש	Harish	Хариш	حريش	Jarish	15	90	32.4619	35.0456
חרמש	987	חרמש	Hermesh	Хермеш	حرميش	Jermesh	11	90	32.4237	35.119
חרשה	1833	חרשה	Horasha	Хораша	حرشا	Jorasha	11	90	31.9444	35.148
חרשים	1473	חרשים	Harashim	Харашим	حوراشيم	Jarashim	1	30	32.9577	35.3282
חשמונאים	1813	חשמונאים	Hashmonaim	Хашмонаим	حشمونئيم	Jashmonaim	20	90	31.9326	35.0233
טבריה	1298	טבריה	Tiberias	Тверия	طبريا	Tiberiades	4	60	32.7959	35.531
טובא זנגריה	1487	טובא זנגריה	Tuba-Zangariyye	Туба Зангария	طوبا الزنغرية	Tuba-Zangariyye	1	30	32.9662	35.592
טורעאן	1296	טורעאן	Turan	Туран	طرعان	Turan	16	60	32.7751	35.3783
טייבה	886	טייבה	Tayibe	Тайбе	الطيبه	Tayibe	9	90	32.2669	35.0097
טייבה בגלבוע	1122	טייבה בגלבוע	Taibe (Gilboa)	Тайбе (Гильбоа)	الطيبه (جلبوع)	Taibe (Gilboa)	25	60	32.6047	35.4446
טירה	869	טירה	Tira	Тира	الطيرة	Tira	9	90	32.234394	34.951488
טירת יהודה	703	טירת יהודה	Tirat Yehuda	Тират Иеуда	طيرات يهودا	Tirat Yehuda	20	90	32.0148	34.9359
טירת כרמל	1259	טירת כרמל	Tirat Carmel	Тират Кармель	طيرات كرمل	Tirat Carmel	19	60	32.7621	34.973
טירת צבי	991	טירת צבי	Tirat Zvi	Тират Цви	طيرات تسفي	Tirat Zvi	25	60	32.4225	35.5283
טל מנשה	1034	טל מנשה	Tal Menashe	Тель Менаше	تل مناشيه	Tal Menashe	11	90	32.4831	35.1607
טל שחר	486	טל שחר	Tal Shachar	Таль Шахар	تال شاحار	Tal Shajar	3	90	31.8044	34.9033
טל-אל	1433	טל-אל	Tal-El	Таль-Эль	تال- إيل	Tal-El	1	30	32.9273	35.1825
טללים	75	טללים	Tlalim	Тлалим	تلاليم	Tlalim	2	90	30.9915	34.7713
טלמון	1832	טלמון	Talmon	Тальмон	تلمون	Talmon	11	90	31.9395	35.1331
טמרה	1360	טמרה	Tamra	Тамра	طمره	Tamra	16	60	32.8522	35.2013
טמרה בגלבוע	1142	טמרה בגלבוע	Tamra (Gilboa)	Тамра (Гильбоа)	طمره (الجلبوع)	Tamra (Gilboa)	34	60	32.6349	35.4027
טנא עומרים	198	טנא עומרים	Teneh Omarim	Тене Омарим	تاني عومريم	Teneh Omarim	14	90	31.3761	34.9574
טפחות	1387	טפחות	Tefahot	Тфахот	تفحوت	Tefajot	16	60	32.8686	35.4222
יבול	105	יבול	Yevul	Йевуль	يبول	Yevul	13	15	31.1895	34.319
יבנאל	1210	יבנאל	Yavne'el	Явниэль	يفنال	Yavne'el	4	60	32.7088	35.5038
יבנה	566	יבנה	Yavne	Явне	يافنيه	Yavne	7	60	31.878	34.7394
יגור	1242	יגור	Yagur	Ягур	ياجور	Yagur	19	60	32.7415	35.0768
יגל	1853	יגל	Yagel	Ягель	ييجال	Yagel	23	90	31.9878	34.8803
יד בנימין	472	יד בנימין	Yad Binyamin	Яд Биньямин	يد بنيامين	Yad Binyamin	7	60	31.7967	34.8204
יד השמונה	509	יד השמונה	Yad HaShmona	Яд ха-Шмона	يد هشمونه	Yad HaShmona	3	90	31.8095	35.0896
יד חנה	928	יד חנה	Yad Hana	Яд Хана	يد حنا	Yad Jana	9	90	32.3253	35.0067
יד מרדכי	281	יד מרדכי	Yad Mordechai	Яд Мордехай	يد موردخاي	Yad Mordejai	13	15	31.587	34.5575
יד נתן	322	יד נתן	Yad Natan	Яд Натан	يد نتان	Yad Natan	7	30	31.653	34.7049
יד רמב''ם	1784	יד רמבם	Yad Rambam	Яд Рамбам	يد رمبام	Yad Rambam	23	90	31.899841	34.900086
יהוד-מונוסון	717	יהוד-מונוסון	Yehud-Monosson	Йехуд-Моноссон	يهود- مونوسون	Yehud-Monosson	18	90	32.0303	34.8871
יהל	28	יהל	Yahel	Яхель	ياهل	Yahel	27	90	30.0842	35.1284
יובלים	1391	יובלים	Yuvalim	Ювалим	يوفاليم	Yuvalim	16	60	32.8782	35.2693
יודפת	1355	יודפת	Yodfat	Йодфат	يودفت	Yodfat	16	60	32.8366	35.2715
יונתן	1467	יונתן	Yonatan	Йонатан	يونتان	Yonatan	10	0	32.9397	35.7955
יושיביה	223	יושיביה	Yoshivia	Йошвия	يوشيبياه	Yoshivia	17	15	31.4447	34.6088
יזרעאל	1091	יזרעאל	Yizre'el	Изреэль	يزرعئيل	Yizre'el	34	60	32.5626	35.3194
יחיעם	1512	יחיעם	Yechiam	Йехиам	يحيعام	Yejiam	6	15	32.9961	35.2211
יטבתה	18	יטבתה	Yotvata	Йотвата	يوطفاتا	Yotvata	27	90	29.8963	35.0592
ייט''ב	1837	ייטב	Yitav	Итав	ييطاب	Yitav	29	90	31.947215	35.422375
יכיני	240	יכיני	Yakhini	Яхини	ياخيني	Yajini	13	15	31.4822	34.5986
ינוב	917	ינוב	Yanuv	Янув	ينوف	Yanuv	9	90	32.3074	34.9514
ינוח-ג'ת	1493	ינוח-גת	Yanuh-Jat	Янух-Джат	يانوح - جت	Yanuj-Jat	1	30	32.9816	35.2412
ינון	409	ינון	Yinon	Инон	ينون	Yinon	7	60	31.7418	34.7809
יסוד המעלה	1577	יסוד המעלה	Yesud Hama'ala	Есуд ха-Маале	يسود همعلاه	Yesud Hama'ala	1	30	33.0536	35.589
יסודות	522	יסודות	Yesodot	Есодот	يسودوت	Yesodot	23	90	31.8158	34.8656
יסעור	1405	יסעור	Yasur	Ясур	يسعور	Yasur	1	60	32.9011	35.1666
יעד	1390	יעד	Ya'ad	Яад	ياعد	Ya'ad	16	60	32.8812	35.2406
יעף	903	יעף	Ya'af	Яаф	ياعف	Ya'af	9	90	32.2683	34.9674
יערה	1583	יערה	Ya'ara	Яара	ياعره	Ya'ara	6	0	33.068	35.1861
יערות הכרמל	1199	יערות הכרמל	Yearot HaCarmel	Яарот ха-Кармель	غابات الكرمل	Yearot HaCarmel	22	60	32.7073	35.0107
יפיע	1176	יפיע	Yafia	Яфиа	يافة الناصرة	Yafia	34	60	32.695	35.282
יפית	766	יפית	Yafit	Яфит	يافيت	Yafit	29	90	32.0627	35.4743
יפעת	1165	יפעת	Ifat	Ифат	يفعات	Ifat	34	60	32.6759	35.224
יפתח	1617	יפתח	Iftach	Ифтах	يفتاح	Iftach	6	0	33.1283	35.552
יצהר	851	יצהר	Itzhar	Ицхар	يتسهار	Itzhar	11	90	32.1685	35.2359
יציץ	568	יציץ	Yatzitz	Яциц	يتسيس	Yatzitz	23	90	31.8632	34.8619
יקום	878	יקום	Yakum	Якум	يكوم	Yakum	9	90	32.2492	34.8419
יקיר	831	יקיר	Yakir	Якир	يكير	Yakir	11	90	32.1498	35.1146
יקנעם המושבה והזורע	1138	יקנעם המושבה והזורע	Yokneam Moshava and HaZoreah	Йокнеам ха-Мошава и ха-Зоре	يوكنعام هموشافه وهزورع	Yokneam Moshava y HaZoreah	15	90	32.6559	35.1152
יקנעם עילית	1137	יקנעם עילית	Yokneam Illit	Йокнеам Илит	يوكنعام عيليت	Yokneam Illit	15	90	32.6602	35.1046
יראון	1598	יראון	Yir'on	Ирон	يرئون	Yir'on	6	0	33.0772	35.4543
ירדנה	1098	ירדנה	Yardena	Ярдена	ياردينا	Yardena	25	60	32.5654	35.566
ירוחם	73	ירוחם	Yeruham	Йерухам	يروحام	Yerujam	2	90	30.9878	34.9297
ירושלים - אזור תעשייה עטרות	564	ירושלים - אזור תעשייה עטרות	Jerusalem - Atarot Industrial Zone	Иерусалим - Промзона Атарот	القدس - المنطقة الصناعية عط	Jerusalem - Atarot Area Industrial	32	90	31.8606	35.2167
ירושלים - דרום	415	ירושלים - דרום	Jerusalem - South	Иерусалим - юг	أورشليم القدس - جنوب	Jerusalem - Sur	32	90	31.7377	35.1847
ירושלים - כפר עקב	1926	ירושלים - כפר עקב	Jerusalem - Qafr 'Aqab	Иерусалим - Кфар Акев	أورشليم القدس - كفر عقب	Jerusalem - Qafr 'Aqab	32	90	31.8749	35.2175
ירושלים - מזרח	496	ירושלים - מזרח	Jerusalem - East	Иерусалим - восток	أورشليم القدس - شرق	Jerusalem - este	32	90	31.7627	35.2403
ירושלים - מערב	1922	ירושלים - מערב	Jerusalem - West	Иерусалим - запад	أورشليم القدس - غرب	Jerusalem - Oeste	32	90	31.7742	35.1727
ירושלים - מרכז	391	ירושלים - מרכז	Jerusalem - Center	Иерусалим - центр	أورشليم القدس - مركز	Jerusalem - Centrar	32	90	31.7781	35.2164
ירושלים - צפון	527	ירושלים - צפון	Jerusalem - North	Иерусалим - север	أورشليم القدس - شمال	Jerusalem - norte	32	90	31.8211	35.2389
ירחיב	829	ירחיב	Yafhiv	Ярхив	يرحيب	Yarjiv	9	90	32.1515	34.968
ירכא	1462	ירכא	Yarka	Ярка	يركا	Yarka	1	30	32.9535	35.212
ירקונה	822	ירקונה	Yarkona	Яркона	يركونة	Yarkona	9	90	32.1445	34.8979
ישובי אומן	1090	ישובי אומן	Omen Settlements	Поселения Омен	بلدات أومن	Omen Settlements	34	60	32.5655	35.2384
מרכז חבר	1076	מרכז חבר	Merkaz Hever	Мерказ Хевер	مركز حيبر	Merkaz Hever	34	60	32.5483	35.2661
ישובי יעל	1077	ישובי יעל	Yael Settlements	Поселения Яэль	بلدان ياعيل	Yael Settlements	34	60	32.5521	35.3065
ישעי	427	ישעי	Yish'i	Иши	يشعي	Yish'i	3	90	31.753	34.9626
ישרש	1790	ישרש	Yashresh	Яшреш	يشرش	Yashresh	23	90	31.9157	34.8473
יתד	112	יתד	Yated	Ятед	ياتد	Yated	13	15	31.207	34.3261
כאבול	1384	כאבול	Kabul	Кабул	كابول	Kabul	16	60	32.87	35.2054
כאוכב אבו אלהיג'א	1354	כאוכב אבו אלהיגא	Kaukab Abu al-Hija	Каукаб Абу Альхижда	كوكب ابو الهيجا	Kaukab Abu al-Hija	16	60	32.8319	35.2487
כברי	1531	כברי	Cabri	Кабри	كابري	Cabri	6	0	33.021	35.147
כדורי	1209	כדורי	Kadoorie	Кадури	كادوري	Kadoori	34	60	32.7062	35.4063
כוכב השחר	1847	כוכב השחר	Kokhav HaShahar	Кохав ха-Шахар	كوخاف هشاحار	Kojav HaShajar	11	90	31.9603	35.3494
כוכב יאיר - צור יגאל	870	כוכב יאיר - צור יגאל	Kokhav Ya'ir - Tzur Yigal	Кохав Яир - Цур Игаль	كوخاف يئير	Kojav Ya'ir - Tzur Yigal	9	90	32.2209	34.9924
כוכב יעקב	598	כוכב יעקב	Kokhav Ya'akov	Кохав Яаков	كوخاف يعقوب	Kojav Ya'akov	11	90	31.8803	35.2459
כוכב מיכאל	307	כוכב מיכאל	Kokhav Michael	Кохав Михаэль	كوخاف ميخائيل	Kojav Mijael	21	30	31.6315	34.6678
כורזים ורד הגליל	1431	כורזים ורד הגליל	Korazim Vered HaGalil	Коразим Веред ха-Галиль	خورزيم، ورد هجليل	Korazim Vered HaGalil	1	30	32.9042	35.5508
כושי רמון	31	כושי רמון	Kushi Rimon	Куши Рамон	كوشي ريمون	Kushi Rimon	27	90	30.3066	35.1346
כחל	1410	כחל	Kahal	Кахаль	كاحال	Kajal	1	60	32.8905	35.5116
כינרת מושבה	1238	כינרת מושבה	Moshavat Kinneret	Кинерет ха-Мошава	طبريا موشفا	Moshavat Kinneret	4	60	32.7238	35.5652
כינרת קבוצה	1223	כינרת קבוצה	Kvutzat Kinneret	Квуцат Кинерет	طبريا مجموعة	Kvutzat Kinneret	4	60	32.7142	35.5627
כיסופים	188	כיסופים	Kissufim	Кисуфим	كيسوفيم	Kissufim	13	15	31.3745	34.399
כיסרא סמיע	1472	כיסרא סמיע	Kisra-Sumei	Кисра Смиа	كسرى سميع	Kisra-Sumei	1	30	32.9723	35.3041
כישור	1449	כישור	Kishor	Кишор	كيشور	Kishor	1	30	32.9467	35.2502
כלא דמון	1241	כלא דמון	Damon Priosn	Тюрьма Дамон	سجن الدامون	Prisión damon	22	60	32.7332	35.0234
כליל	1492	כליל	Klil	Клиль	خليل	Klil	1	30	32.9836	35.1997
כלנית	1394	כלנית	Kalanit	Каланит	كلانيت	Kalanit	16	60	32.8753	35.454
כמהין	1768	כמהין	Kmehin	Кмеин	كمهين	Kmehin	2	60	30.9103	34.4307
כמון	1427	כמון	Kamon	Камон	كمون	Kamon	1	30	32.9125	35.3555
כנות	482	כנות	Kannot	Канот	كنوت	Kannot	7	60	31.8022	34.7509
כנף	1395	כנף	Kanaf	Канаф	كناف	Kanaf	10	15	32.8704	35.6979
כסייפה	126	כסייפה והפזורה	Kuseife and the Bedouin Diaspora	Кусфия и диаспора	كسيفة وضواحيها	Kuseife y la Diáspora Beduina	2	90	31.2347	35.0681
כסלון	448	כסלון	Ksalon	Ксалон	كسلون	Ksalon	3	90	31.7743	35.0482
כעביה	1262	כעביה	Ka'abiyye	Каабия	كعبية	Ka'abiyye	34	60	32.7567	35.1865
כעביה טבאש	1261	כעביה טבאש	Ka'abiyye Tabbash	Каабия Табаш	كعبية طباش	Ka'abiyye Tabbash	34	60	32.7504	35.184
כפר אביב	531	כפר אביב	Kfar Aviv	Кфар Авив	كفار أفيف	Kfar Aviv	7	60	31.831	34.7226
כפר אדומים	540	כפר אדומים	Kfar Edomim	Кфар Адумим	كفار أدوميم	Kfar Edomim	14	90	31.8272	35.3372
כפר אוריה	473	כפר אוריה	Kfar Uriah	Кфар Урия	كفار أوريا	Kfar Uriah	3	90	31.7934	34.9448
כפר אחים	408	כפר אחים	Kfar Achim	Кфар Ахим	كفار أحيم	Kfar Ajim	7	45	31.7459	34.7559
כפר אלדד	342	כפר אלדד	Kfar Eldad	Кфар Эльдад	كفار الداد	Kfar Eldad	14	90	31.654	35.251
כפר ביאליק	1338	כפר ביאליק	Kfar Biyalik	Кфар Бялик	كفار بياليك	Kfar Biyalik	19	60	32.8214	35.0877
כפר ביל''ו	575	כפר בילו	Kfar Bilu	Кфар Билу	كفار بيلو	Kfar Bilu	23	90	31.870475	34.826734
כפר בלום	1631	כפר בלום	Kfar Blum	Кфар Блум	كفار بلوم	Kfar Blum	6	0	33.1725	35.6079
כפר בן נון	562	כפר בן נון	Kfar Bin Nun	Кфар Бин Нун	كفار بن نون	Kfar Bin Nun	23	90	31.8617	34.9472
כפר ברא	817	כפר ברא	Kafr Bara	Кфар Бара	كفر برا	Kafr Bara	9	90	32.1309	34.9701
כפר ברוך	1145	כפר ברוך	Kfar Baruch	Кфар Барух	كفار باروخ	Kfar Baruj	34	60	32.646	35.1931
כפר גדעון	1146	כפר גדעון	Kfar Gidon	Кфар Гидон	كفار جدعون	Kfar Gidon	34	60	32.6446	35.2893
כפר גלים	1269	כפר גלים	Kfar Galim	Кфар Галим	كفار جاليم	Kfar Galim	19	60	32.7662	34.9595
כפר גליקסון	1045	כפר גליקסון	Kfar Glickson	Кфар Гликсон	كفار جليكسون	Kfar Glickson	5	90	32.5058	35.0035
כפר גלעדי	1657	כפר גלעדי	Kfar Giladi	Кфар Гилади	كفار جلعادي	Kfar Giladi	6	0	33.2421	35.5741
כפר גמילה מלכישוע	1000	כפר גמילה מלכישוע	Mlkishua Rehabilitation Village	Реабилитационный поселок М	كفر جميلة ملخيشوع	Pueblko de Mlkishua Rehabilitation	25	60	32.4386	35.4128
כפר דניאל	1819	כפר דניאל	Kfar Daniel	Кфар Даниэль	كفار دانيئل	Kfar Daniel	20	90	31.9335	34.9323
כפר האורנים	1803	כפר האורנים	Kfar HaOranim	Кфар ха-Ораним	كفار هأورنيم	Kfar HaOranim	20	90	31.9199	35.0369
כפר החורש	1207	כפר החורש	Kfar HaHoresh	Кфар ха-Хореш	كفار هحورش	Kfar HaJoresh	34	60	32.7015	35.273
כפר המכבי	1305	כפר המכבי	Kfar HaMaccabi	Кфар ха-Маккаби	كفار همكابي	Kfar HaMaccabi	19	60	32.7918	35.1148
כפר הנגיד	585	כפר הנגיד	Kfar HaNagid	Кфар ха-Нагид	كفار هنجيد	Kfar HaNagid	7	60	31.8871	34.7487
כפר הנוער ימין אורד	1191	כפר הנוער ימין אורד	Yemin Orde Youth Village	Молодежный поселок Кфар Ор	كفار هنوعر يمين أورد	Aldea Juvenil Yemin Orde	22	60	32.7016	34.9898
כפר הנשיא	1509	כפר הנשיא	Kfar HaNassi	Кфар ха-Наси	كفار هنسي	Kfar HaNassi	1	30	32.9747	35.6023
כפר הס	879	כפר הס	Kfar Hess	Кфар Хес	كفار هس	Kfar Hess	9	90	32.2477	34.9351
כפר הרא''ה	966	כפר הראה	Kfar HaRoeh	Кфар ха-Роэ	كفار هروئي	Kfar HaRoeh	9	90	32.391037	34.910917
כפר הרי''ף וצומת ראם	410	כפר הריף וצומת ראם	Kfar HaRif and Re'em Junction	Кфар АРИФ и Цомет Раам	قرية الريف ومفرق رأم	Kfar HaRif y Re'em Junction	7	60	31.747	34.7909
כפר ויתקין	960	כפר ויתקין	Kfar Vitkin	Кфар Виткин	كفار فيتكين	Kfar Vitkin	9	90	32.3805	34.8753
